SYMBOL,EXCHANGE,SERIES,ISIN,DATE,CMP,OPEN,HIGH,LOW,PREV_CLOSE,CHANGE_PCT,VWAP,VOLUME,TURNOVER,AVG_VOL_20D,VOL_SPIKE_RATIO,DELIV_PER,EMA_50,EMA_200,DIST_FROM_EMA50_PCT,DIST_FROM_EMA200_PCT,EMA_GOLDEN_CROSS,RSI_14,HIGH_52W,LOW_52W,DIST_FROM_52W_HIGH_PCT,DIST_FROM_52W_LOW_PCT,DAYS_OF_HISTORY,RETURN_1D_PCT,RETURN_1W_PCT,RETURN_1M_PCT,RETURN_3M_PCT,RETURN_6M_PCT,RETURN_1Y_PCT,IS_SME
HMAAGRO,NSE,EQ,INE0ECP01024,2026-07-22,21.55,21.76,21.82,21.45,21.76,-0.97,21.57,82668,1783560.64,335292.0,0.25,,22.64,25.53,-4.82,-15.59,False,37.9,33.03,21.55,-34.76,0.0,215,-0.97,-0.83,-2.18,-12.96,-22.43,,False
HMT,NSE,BZ,INE262A01018,2026-07-22,60.08,61.4,62.4,59.01,61.27,-1.94,61.25,10211,625415.34,15124.0,0.68,,61.97,57.87,-3.05,3.82,True,38.91,71.36,41.44,-15.81,44.98,215,-1.94,-5.0,-11.61,-4.63,30.5,,False
HMVL,NSE,EQ,INE871K01015,2026-07-22,91.39,91.04,93.68,88.2,91.57,-0.2,91.45,54558,4989456.8,69980.0,0.78,,82.45,76.12,10.84,20.06,True,62.51,91.62,55.93,-0.25,63.4,215,-0.2,2.6,5.01,33.42,32.83,,False
HNDFDS,NSE,EQ,INE254N01026,2026-07-22,563.5,570.05,571.0,561.05,570.05,-1.15,565.97,38332,21694909.55,90717.0,0.42,,543.8,524.67,3.62,7.4,True,54.85,572.95,446.1,-1.65,26.32,215,-1.15,0.51,2.42,13.24,12.4,,False
HNGSNGBEES,NSE,EQ,INF204KB19I1,2026-07-22,478.7,485.9,489.0,476.56,483.35,-0.96,480.69,90730,43612674.39,103332.0,0.88,,493.01,505.97,-2.9,-5.39,False,44.4,566.34,450.8,-15.47,6.19,215,-0.96,-0.61,-0.1,-10.38,-10.02,,False
HOACFOODS,NSE,ST,INE0S6S01017,2026-07-22,730.0,730.0,730.0,730.0,721.25,1.21,730.0,2250,1642500.0,3394.0,0.66,,625.3,450.96,16.74,61.88,True,68.06,730.0,224.65,0.0,224.95,214,1.21,5.8,12.14,64.32,137.01,,True
HOLMARC,NSE,SM,INE0LXA01019,2026-07-20,110.0,112.95,112.95,110.0,109.0,0.92,111.48,1500,167212.5,2850.0,0.53,,101.06,101.89,8.85,7.96,False,59.23,126.8,60.05,-13.25,83.18,188,0.92,1.38,6.28,58.27,13.4,,True
HOMEFIRST,NSE,EQ,INE481N01025,2026-07-22,1224.1,1280.1,1289.6,1221.1,1280.1,-4.37,1242.7,151734,188559500.0,266967.0,0.57,,1166.47,1149.03,4.94,6.53,True,54.24,1302.8,904.8,-6.04,35.29,215,-4.37,-1.84,6.62,3.93,12.13,,False
HOMESFY,NSE,SM,INE0N7F01017,2026-07-17,122.85,122.85,122.85,122.85,122.85,0.0,122.85,300,36855.0,3075.0,0.1,,121.8,172.83,0.86,-28.92,False,59.09,277.0,100.95,-55.65,21.69,165,0.0,10.68,4.11,-10.98,-40.12,,True
HONASA,NSE,EQ,INE0J5401028,2026-07-22,456.65,453.1,460.8,451.35,451.1,1.23,455.63,667174,303984151.4,1974486.0,0.34,,423.48,349.7,7.83,30.58,True,56.74,474.4,256.3,-3.74,78.17,215,1.23,-3.0,9.81,29.88,57.41,,False
HONAUT,NSE,EQ,INE671A01010,2026-07-22,38095.0,38630.0,38630.0,37960.0,38575.0,-1.24,38120.13,5848,222926520.0,4982.0,1.17,,36451.39,34186.78,4.51,11.43,True,52.14,39735.0,26325.0,-4.13,44.71,215,-1.24,-3.65,-0.68,16.78,14.5,,False
HONDAPOWER,NSE,EQ,INE634A01018,2026-07-22,2118.3,2102.9,2145.0,2085.3,2102.9,0.73,2107.02,3362,7083788.3,3401.0,0.99,,2173.73,2308.53,-2.55,-8.24,False,43.95,2906.1,1847.2,-27.11,14.68,215,0.73,0.53,-7.04,-7.02,-2.91,,False
HPAL,NSE,EQ,INE0GSL01024,2026-07-22,33.49,34.47,34.47,33.03,33.58,-0.27,33.45,34712,1161208.2,36551.0,0.95,,35.54,38.74,-5.76,-13.56,False,36.12,52.27,26.93,-35.93,24.36,215,-0.27,-2.76,-9.92,-15.15,-15.88,,False
HPIL,NSE,EQ,INE05X901010,2026-07-22,121.72,123.0,133.6,121.0,123.0,-1.04,126.78,1565,198415.56,846.0,1.85,,126.86,130.58,-4.05,-6.79,False,38.57,153.05,109.83,-20.47,10.83,215,-1.04,-2.62,-6.72,-13.21,-11.13,,False
HPL,NSE,EQ,INE495S01016,2026-07-22,342.6,347.55,348.2,340.9,347.55,-1.42,343.48,64454,22138978.5,138149.0,0.47,,353.98,373.21,-3.22,-8.2,False,43.54,497.0,257.1,-31.07,33.26,215,-1.42,-0.91,-14.77,-4.95,-4.03,,False
HPTL,NSE,SM,INE0VA601019,2026-07-22,286.05,283.85,288.25,283.85,298.75,-4.25,286.05,1200,343260.0,4740.0,0.25,,275.29,253.71,3.91,12.75,True,53.05,316.0,190.0,-9.48,50.55,144,-4.25,-3.03,5.55,11.35,-1.02,,True
HRHNEXT,NSE,SM,INE0R3501012,2026-07-22,26.25,27.55,27.55,26.25,27.55,-4.72,26.9,3000,80700.0,6150.0,0.49,,27.6,29.19,-4.88,-10.08,False,45.05,37.9,21.95,-30.74,19.59,196,-4.72,-4.72,-0.94,0.0,-3.85,,True
HSBCGOLD,NSE,EQ,INF336L01RX2,2026-07-22,125.64,126.4,126.4,124.98,123.99,1.33,125.62,11056,1388856.8,52297.0,0.21,,126.9,126.62,-0.99,-0.78,True,51.2,138.59,121.6,-9.34,3.32,78,1.33,2.44,-1.65,-4.54,,,False
HSCL,NSE,EQ,INE019C01026,2026-07-22,768.25,819.0,819.0,759.0,800.9,-4.08,793.65,21308321,16911277919.05,13010672.0,1.64,,656.22,549.74,17.07,39.75,True,66.43,800.9,422.0,-4.08,82.05,215,-4.08,12.72,17.28,51.66,62.1,,False
HTMEDIA,NSE,EQ,INE501G01024,2026-07-22,25.67,26.59,26.59,25.55,26.22,-2.1,25.82,87090,2248248.01,256840.0,0.34,,23.82,23.49,7.78,9.27,True,56.5,28.18,18.14,-8.91,41.51,215,-2.1,-6.35,11.95,8.31,9.51,,False
HUBTOWN,NSE,EQ,INE703H01016,2026-07-22,201.76,207.5,208.35,200.81,206.37,-2.23,203.53,587534,119583205.72,677432.0,0.87,,205.33,233.49,-1.74,-13.59,False,46.94,337.4,172.03,-40.2,17.28,215,-2.23,-1.19,0.47,-6.85,-11.07,,False
HUDCO,NSE,EQ,INE031A01017,2026-07-22,198.32,200.4,202.3,193.72,200.3,-0.99,196.78,4806191,945781704.79,2812975.0,1.71,,205.68,206.74,-3.58,-4.07,False,37.9,243.93,159.58,-18.7,24.28,215,-0.99,-3.22,-6.19,-0.02,-7.78,,False
HUHTAMAKI,NSE,EQ,INE275B01026,2026-07-22,291.98,270.29,307.5,268.9,264.19,10.52,294.32,24962628,7346883108.19,1756657.0,14.21,,202.78,199.12,43.99,46.63,True,87.3,291.98,149.9,0.0,94.78,215,10.52,31.35,50.71,53.88,56.57,,False
HVAX,NSE,SM,INE0TO501019,2026-07-22,655.55,658.45,660.1,655.5,690.0,-4.99,657.94,1200,789532.5,1020.0,1.18,,687.47,763.34,-4.64,-14.12,False,47.65,980.0,588.75,-33.11,11.35,169,-4.99,-3.2,-0.67,-19.07,-29.36,,True
HYBRIDFIN,NSE,BE,INE965B01022,2026-07-22,18.74,18.75,18.75,17.26,17.86,4.93,18.61,23896,444794.43,15239.0,1.57,,19.0,18.69,-1.36,0.29,True,48.34,33.62,14.35,-44.26,30.59,215,4.93,1.46,-20.86,-9.47,1.35,,False
HYUNDAI,NSE,EQ,INE0V6F01027,2026-07-22,1945.6,1951.1,1970.7,1938.6,1958.6,-0.66,1952.99,275857,538744710.9,666852.0,0.41,,1944.57,2094.74,0.05,-7.12,False,48.2,2809.3,1691.4,-30.74,15.03,215,-0.66,-2.86,-2.18,3.18,-15.64,,False
IBLFL,NSE,SM,INE0O7401018,2026-07-17,61.0,61.0,61.0,61.0,61.0,0.0,61.0,2000,122000.0,3700.0,0.54,,57.47,58.48,6.13,4.3,False,57.85,70.85,45.15,-13.9,35.11,166,0.0,10.91,1.67,28.42,-10.03,,True
IBULLSLTD,NSE,BE,INE126M01010,2026-07-22,29.59,28.92,30.3,27.61,28.96,2.18,29.33,8943879,262342234.36,8483602.0,1.05,,25.32,19.81,16.87,49.36,True,58.86,31.59,9.11,-6.33,224.81,156,2.18,-6.33,8.43,69.38,144.95,,False
ICDSLTD,NSE,EQ,INE613B01010,2026-07-22,39.5,39.4,40.45,38.9,39.4,0.25,39.31,686,26964.56,504.0,1.36,,41.97,44.28,-5.89,-10.8,False,43.58,59.36,37.6,-33.46,5.05,213,0.25,0.46,-6.84,-12.9,-1.91,,False
ICELCO,NSE,ST,INE0XE501015,2026-07-22,169.45,162.5,169.45,159.8,161.4,4.99,165.68,98400,16302540.0,570000.0,0.17,,171.35,173.47,-1.11,-2.32,False,,174.3,157.15,-2.78,7.83,9,4.99,3.29,,,,,True
ICEMAKE,NSE,EQ,INE520Y01019,2026-07-22,878.9,846.75,903.5,842.9,838.7,4.79,880.45,229621,202169081.1,38772.0,5.92,,786.08,767.96,11.81,14.45,True,74.77,885.95,665.4,-0.8,32.09,215,4.79,11.51,13.6,9.63,17.16,,False
ICICIAMC,NSE,EQ,INE346A01027,2026-07-22,3119.9,3145.0,3149.8,3105.2,3150.0,-0.96,3120.12,219282,684186319.9,455633.0,0.48,,3227.66,3013.52,-3.34,3.53,True,41.24,3538.5,2585.9,-11.83,20.65,143,-0.96,-0.88,-8.69,-11.11,16.77,,False
ICICIB22,NSE,EQ,INF109KB15Y7,2026-07-22,115.76,116.33,117.3,115.41,116.32,-0.48,115.72,179117,20727048.78,333734.0,0.54,,118.66,117.81,-2.44,-1.74,True,36.51,128.02,106.47,-9.58,8.73,215,-0.48,0.02,-4.52,-7.81,-1.06,,False
ICICIBANK,NSE,EQ,INE090A01021,2026-07-22,1440.7,1466.4,1466.4,1438.4,1463.1,-1.53,1444.85,8345136,12057481788.8,13605438.0,0.61,,1361.2,1348.47,5.84,6.84,True,64.58,1463.1,1205.9,-1.53,19.47,215,-1.53,1.73,6.53,3.77,0.26,,False
ICICIGI,NSE,EQ,INE765G01017,2026-07-22,1583.5,1616.0,1620.7,1574.4,1624.0,-2.49,1592.06,1295890,2063128156.4,1492599.0,0.87,,1761.97,1828.01,-10.13,-13.38,False,29.36,2042.9,1583.5,-22.49,0.0,215,-2.49,-12.74,-14.87,-13.94,-16.02,,False
ICICIPRULI,NSE,EQ,INE726G01019,2026-07-22,499.5,500.0,501.0,490.3,500.5,-0.2,495.18,3380526,1673979113.8,2023505.0,1.67,,507.36,559.7,-1.55,-10.76,False,49.76,688.45,460.4,-27.45,8.49,215,-0.2,-4.88,-1.34,-9.2,-26.7,,False
ICIL,NSE,EQ,INE483B01026,2026-07-22,398.0,396.55,403.95,392.15,396.55,0.37,398.37,234521,93424963.5,1181608.0,0.2,,370.04,305.92,7.56,30.1,True,52.24,441.05,224.5,-9.76,77.28,215,0.37,-0.2,2.25,45.7,58.76,,False
ICRA,NSE,EQ,INE725G01011,2026-07-22,5127.5,5170.0,5176.0,5080.0,5163.0,-0.69,5123.5,25329,129773129.5,28953.0,0.87,,5268.79,5624.58,-2.68,-8.84,False,39.26,6734.0,5003.0,-23.86,2.49,215,-0.69,-2.17,-2.21,-5.65,-14.53,,False
IDBI,NSE,EQ,INE008A01015,2026-07-22,85.93,86.45,86.46,84.41,86.63,-0.81,85.32,6387699,544967513.09,16001976.0,0.4,,81.78,86.42,5.07,-0.57,False,56.57,116.01,61.5,-25.93,39.72,215,-0.81,-0.35,-1.96,15.0,-17.09,,False
IDEA,NSE,EQ,INE669E01016,2026-07-22,13.54,13.49,13.6,13.27,13.49,0.37,13.45,356889740,4798777518.15,361996147.0,0.99,,13.53,11.33,0.05,19.46,True,41.69,15.01,7.23,-9.79,87.28,215,0.37,-0.95,-8.64,41.78,25.37,,False
IDEAFORGE,NSE,BE,INE349Y01013,2026-07-22,861.65,840.1,864.9,835.0,850.35,1.33,855.67,184583,157942417.55,210703.0,0.88,,816.51,630.81,5.53,36.59,True,51.12,964.9,371.75,-10.7,131.78,215,1.33,-1.83,-3.3,78.06,84.17,,False
IDEALTECHO,NSE,SM,INE0T9I01011,2026-07-22,185.0,185.0,210.0,185.0,182.7,1.26,199.03,15000,2985450.0,5175.0,2.9,,191.43,202.85,-3.36,-8.8,False,49.48,243.45,165.0,-24.01,12.12,117,1.26,8.73,-5.13,-7.36,,,True
IDENTICAL,NSE,SM,INE0TD101011,2026-07-21,20.0,17.15,20.0,17.15,19.0,5.26,18.58,4000,74300.0,11000.0,0.36,,18.12,24.11,10.37,-17.05,False,60.65,42.95,15.35,-53.43,30.29,194,5.26,16.96,18.69,30.29,-19.68,,True
IDFCFIRSTB,NSE,EQ,INE092T01019,2026-07-22,80.72,81.35,81.4,79.72,81.66,-1.15,80.43,13767011,1107225365.36,19217670.0,0.72,,76.59,74.63,5.39,8.17,True,58.38,86.07,58.85,-6.22,37.16,215,-1.15,1.57,0.04,18.81,-2.7,,False
IDFNIFTYET,NSE,EQ,INF194KA1U07,2026-07-22,265.13,259.9,267.05,259.9,266.57,-0.54,265.04,53,14047.11,1150.0,0.05,,264.31,269.04,0.31,-1.45,False,50.06,338.95,245.51,-21.78,7.99,215,-0.54,-0.36,-0.29,-1.83,-6.21,,False
IEL,NSE,EQ,INE059901020,2025-10-27,18.99,21.84,21.84,18.12,20.14,-5.71,19.12,1088087,20804905.71,172639.0,6.3,,20.02,20.87,-5.13,-9.01,False,41.92,21.4,17.89,-11.26,6.15,35,-5.71,-6.5,-5.99,,,,False
IEML,NSE,SM,INE0RRU01016,2026-07-22,42.25,43.9,44.05,42.0,43.9,-3.76,42.6,30000,1277975.0,42975.0,0.7,,49.78,78.25,-15.13,-46.01,False,43.38,193.65,38.0,-78.18,11.18,215,-3.76,4.32,-11.05,-49.82,-49.46,,True
IEML-RE,NSE,ST,INE0RRU20016,2025-11-17,12.85,22.0,22.0,12.85,21.35,-39.81,14.94,891500,13320287.5,289641.0,3.08,,22.16,23.72,-42.01,-45.84,False,32.4,30.15,11.5,-57.38,11.74,16,-39.81,-41.46,,,,,True
IEX,NSE,EQ,INE022Q01020,2026-07-22,123.48,125.15,125.7,122.25,124.43,-0.76,123.29,2492269,307266326.96,5863842.0,0.43,,123.43,129.29,0.04,-4.5,False,51.87,154.78,114.75,-20.22,7.61,215,-0.76,3.86,-1.75,-2.05,-12.62,,False
IFBAGRO,NSE,BE,INE076C01018,2026-07-22,946.8,993.0,993.0,943.0,986.0,-3.98,956.35,3171,3032583.3,4599.0,0.69,,948.05,974.97,-0.13,-2.89,False,48.55,1753.2,683.3,-46.0,38.56,215,-3.98,-3.61,3.57,9.6,-37.02,,False
IFBIND,NSE,EQ,INE559A01017,2026-07-22,1320.0,1354.9,1355.0,1309.0,1355.0,-2.58,1332.49,53287,71004358.6,123848.0,0.43,,1266.18,1308.5,4.25,0.88,False,52.36,1956.0,894.1,-32.52,47.63,215,-2.58,-4.08,3.12,16.69,-7.12,,False
IFCI,NSE,EQ,INE039A01010,2026-07-22,71.47,72.5,72.69,71.21,72.87,-1.92,71.65,9004898,645236128.29,26762629.0,0.34,,72.85,62.9,-1.89,13.62,True,41.8,90.07,46.81,-20.65,52.68,215,-1.92,-3.6,-14.26,17.45,23.93,,False
IFGLEXPOR,NSE,EQ,INE133Y01011,2026-07-22,203.6,210.4,211.01,202.57,209.47,-2.8,204.84,25672,5258710.23,326266.0,0.08,,198.55,197.95,2.54,2.85,True,47.87,303.0,123.0,-32.81,65.53,215,-2.8,-8.2,6.06,16.62,6.11,,False
IGARASHI,NSE,EQ,INE188B01013,2026-07-22,447.55,454.85,466.0,445.1,457.45,-2.16,452.87,51265,23216361.95,119460.0,0.43,,430.58,419.18,3.94,6.77,True,48.77,543.25,273.45,-17.62,63.67,215,-2.16,-3.94,-5.52,32.39,8.17,,False
IGCL,NSE,EQ,INE05J901018,2026-07-22,69.55,71.02,71.02,68.9,69.63,-0.11,69.37,52128,3616061.77,174709.0,0.3,,65.96,74.56,5.44,-6.72,False,55.03,115.33,53.58,-39.69,29.81,215,-0.11,-4.39,12.91,10.55,-6.09,,False
IGIL,NSE,EQ,INE0Q9301021,2026-07-22,348.45,344.75,351.5,341.2,345.4,0.88,347.4,623103,216465930.25,507704.0,1.23,,351.37,343.97,-0.83,1.3,True,47.92,386.3,291.0,-9.8,19.74,215,0.88,-1.34,-2.82,-3.82,11.34,,False
IGL,NSE,EQ,INE203G01027,2026-07-22,151.38,153.31,153.5,151.2,153.67,-1.49,152.02,1084851,164921815.29,2542532.0,0.43,,159.04,174.19,-4.82,-13.1,False,38.59,220.12,145.62,-31.23,3.96,215,-1.49,-0.12,-10.82,-9.46,-16.43,,False
IGPL,NSE,EQ,INE204A01010,2026-07-22,438.4,425.45,439.0,422.1,424.0,3.4,433.43,38825,16827992.9,22917.0,1.69,,432.93,414.96,1.26,5.65,True,51.64,472.35,329.0,-7.19,33.25,215,3.4,0.54,-3.15,3.9,19.1,,False
IIFL,NSE,EQ,INE530B01024,2026-07-22,570.35,573.1,587.7,563.3,571.8,-0.25,573.87,3377417,1938185865.65,2279890.0,1.48,,518.18,499.78,10.07,14.12,True,63.51,665.15,419.35,-14.25,36.01,215,-0.25,4.92,6.05,19.72,-10.54,,False
IIFLCAPS,NSE,EQ,INE489L01022,2026-07-22,342.95,339.8,343.95,338.05,339.8,0.93,342.42,1118327,382942839.25,368479.0,3.03,,336.24,323.31,1.99,6.07,True,59.79,395.5,244.15,-13.29,40.47,215,0.93,1.42,-0.75,3.92,-7.34,,False
IITL,NSE,EQ,INE886A01014,2026-07-22,129.57,127.48,132.99,125.73,127.4,1.7,128.11,92925,11905028.96,97282.0,0.96,,137.31,151.97,-5.63,-14.74,False,46.13,203.87,122.18,-36.44,6.05,215,1.7,1.88,0.75,-19.72,-14.51,,False
IKIO,NSE,EQ,INE0LOJ01019,2026-07-22,212.73,214.97,216.32,209.39,216.5,-1.74,212.65,592869,126073877.91,4885619.0,0.12,,177.91,171.04,19.57,24.37,True,64.19,228.12,107.33,-6.75,98.2,215,-1.74,-1.36,30.19,47.91,25.6,,False
IKS,NSE,EQ,INE115Q01022,2026-07-22,1815.6,1881.8,1891.5,1799.1,1882.8,-3.57,1838.86,125663,231077161.2,305492.0,0.41,,1744.39,1626.31,4.08,11.64,True,50.98,1928.1,1274.9,-5.83,42.41,215,-3.57,-3.24,7.43,26.28,6.98,,False
IL&FSENGG,NSE,BZ,INE369I01014,2026-07-22,28.63,27.5,28.63,27.5,27.27,4.99,28.53,39719,1133001.8,15712.0,2.53,,28.5,27.99,0.44,2.28,True,49.38,33.75,21.76,-15.17,31.57,215,4.99,0.63,-7.26,2.29,6.71,,False
IL&FSTRANS,NSE,BZ,INE975G01012,2026-07-22,2.08,2.14,2.14,2.04,2.11,-1.42,2.09,20503,42786.78,28271.0,0.73,,2.27,2.53,-8.23,-17.85,False,35.88,3.26,1.84,-36.2,13.04,215,-1.42,-1.89,-19.38,-17.79,-26.24,,False
IMAGICAA,NSE,EQ,INE172N01012,2026-07-22,47.36,47.0,48.98,46.03,46.95,0.87,47.41,844943,40061484.68,1361705.0,0.62,,46.07,47.74,2.81,-0.8,False,53.3,57.63,37.46,-17.82,26.43,215,0.87,-1.62,-1.31,0.13,-7.68,,False
IMFA,NSE,EQ,INE919H01018,2026-07-22,1370.0,1374.2,1410.0,1353.6,1374.2,-0.31,1378.55,85170,117411426.3,110863.0,0.77,,1391.04,1311.7,-1.51,4.44,True,48.12,1653.9,975.9,-17.17,40.38,215,-0.31,-1.3,-4.19,-8.62,12.24,,False
IMPAL,NSE,EQ,INE547E01014,2026-07-22,1077.3,1097.1,1097.1,1069.0,1093.6,-1.49,1080.58,2938,3174755.4,7183.0,0.41,,1092.16,1053.32,-1.36,2.28,True,43.57,1205.8,951.2,-10.66,13.26,215,-1.49,-3.74,-2.01,5.58,7.92,,False
IMPEXFERRO,NSE,BZ,INE691G01015,2026-07-20,2.39,2.39,2.39,2.39,2.28,4.82,2.39,280326,669979.14,73695.0,3.8,,1.97,1.87,21.49,27.54,True,62.32,2.66,1.36,-10.15,75.74,191,4.82,-5.53,41.42,43.98,31.32,,False
INA,NSE,EQ,INE0LGX01024,2026-07-22,117.29,118.65,119.94,116.0,119.83,-2.12,117.27,397743,46643218.26,3818387.0,0.1,,118.92,110.74,-1.37,5.92,True,48.89,156.43,82.18,-25.02,42.72,91,-2.12,-0.49,-2.19,-18.32,,,False
INCREDIBLE,NSE,EQ,INE452L01012,2026-07-22,34.0,33.78,39.0,33.0,32.71,3.94,35.1,43559,1528826.93,7609.0,5.72,,33.94,36.82,0.19,-7.66,False,53.46,47.02,28.58,-27.69,18.96,215,3.94,1.49,-1.53,-3.63,-8.94,,False
INDBANK,NSE,EQ,INE841B01017,2026-07-22,32.66,33.39,33.46,32.5,33.13,-1.42,32.92,40210,1323513.98,69050.0,0.58,,33.56,34.06,-2.69,-4.11,False,42.43,45.95,29.21,-28.92,11.81,215,-1.42,-1.86,-3.4,-6.42,-6.85,,False
INDGN,NSE,EQ,INE065X01017,2026-07-22,493.35,510.5,510.5,491.0,507.75,-2.84,496.64,102012,50663144.3,186570.0,0.55,,509.12,512.5,-3.1,-3.74,False,38.24,586.55,423.5,-15.89,16.49,215,-2.84,-3.45,-8.88,1.25,-3.44,,False
INDHOTEL,NSE,EQ,INE053A01029,2026-07-22,724.85,736.0,738.0,718.35,731.6,-0.92,725.57,3965242,2877060158.15,2933351.0,1.35,,702.13,696.09,3.24,4.13,True,52.62,790.85,570.95,-8.35,26.96,215,-0.92,-2.47,-1.11,8.81,6.89,,False
INDIACEM,NSE,EQ,INE383A01012,2026-07-22,409.65,403.85,416.4,396.1,405.2,1.1,410.15,776700,318565348.35,481533.0,1.61,,389.18,398.25,5.26,2.86,False,61.85,478.55,343.8,-14.4,19.15,215,1.1,5.34,8.42,-2.1,-12.3,,False
INDIAGLYCO,NSE,EQ,INE560A01023,2026-07-22,1140.55,1162.25,1162.25,1130.0,1153.95,-1.16,1139.57,86465,98532537.05,215185.0,0.4,,1036.84,968.71,10.0,17.74,True,67.16,1159.3,808.7,-1.62,41.03,215,-1.16,0.28,19.3,18.58,18.44,,False
INDIAMART,NSE,EQ,INE933S01016,2026-07-22,1820.0,1907.0,1907.0,1773.0,1918.0,-5.11,1821.32,618752,1126943071.9,122591.0,5.05,,1975.86,2150.44,-7.89,-15.37,False,33.54,2612.4,1820.0,-30.33,0.0,215,-5.11,-6.42,-11.24,-16.01,-15.61,,False
INDIANB,NSE,EQ,INE562A01011,2026-07-22,827.55,850.5,853.9,824.25,855.35,-3.25,831.53,1611184,1339748947.95,4046865.0,0.4,,839.58,830.42,-1.43,-0.35,True,48.83,991.55,664.25,-16.54,24.58,215,-3.25,-0.36,-3.9,-10.15,1.2,,False
INDIANCARD,NSE,EQ,INE061A01014,2026-07-22,223.42,228.0,229.4,218.25,228.87,-2.38,223.06,3295,734977.84,8572.0,0.38,,219.47,226.84,1.8,-1.51,False,50.33,294.5,156.6,-24.14,42.67,215,-2.38,2.9,0.13,4.25,-4.59,,False
INDIANHUME,NSE,EQ,INE323C01030,2026-07-22,382.1,391.95,393.8,380.05,394.75,-3.2,384.26,63408,24365169.05,398472.0,0.16,,347.64,351.87,9.91,8.59,False,57.82,424.9,281.45,-10.07,35.76,215,-3.2,-7.77,16.6,17.26,-4.46,,False
INDIASHLTR,NSE,EQ,INE922K01024,2026-07-22,770.55,815.7,815.7,763.1,815.15,-5.47,780.54,202122,157764667.1,106202.0,1.9,,786.78,803.47,-2.06,-4.1,False,42.0,918.95,667.5,-16.15,15.44,215,-5.47,-5.48,-0.88,-6.18,-1.67,,False
INDIFRA,NSE,SM,INE0PS301014,2026-07-17,11.95,11.95,11.95,11.95,11.95,0.0,11.95,2000,23900.0,3700.0,0.54,,13.54,15.25,-11.76,-21.66,False,40.12,20.8,11.7,-42.55,2.14,87,0.0,-9.81,-7.0,-27.36,,,True
INDIGO,NSE,EQ,INE646L01027,2026-07-22,5117.0,5225.5,5225.5,5100.0,5305.0,-3.54,5132.52,1652164,8479770272.0,1308465.0,1.26,,4964.7,4961.79,3.07,3.13,True,49.63,5934.0,3943.5,-13.77,29.76,215,-3.54,-1.04,1.91,9.03,7.51,,False
INDIGOPNTS,NSE,EQ,INE09VQ01012,2026-07-22,1064.8,1066.2,1080.0,1050.1,1077.5,-1.18,1062.39,39127,41567940.4,91207.0,0.43,,1012.33,1016.39,5.18,4.76,False,55.88,1326.0,710.8,-19.7,49.8,215,-1.18,-1.81,4.6,21.79,-12.94,,False
INDIGRID,NSE,BL,INE219X23014,2026-03-12,162.68,162.68,162.68,162.68,163.55,-0.53,162.68,1543840,251151891.2,1438768.0,1.07,,167.38,167.76,-2.81,-3.03,False,,167.89,162.68,-3.1,0.0,4,-0.53,,,,,,False
INDIQUBE,NSE,EQ,INE06ST01018,2026-07-22,174.65,169.8,177.78,169.8,171.72,1.71,174.87,44439,7771023.25,148673.0,0.3,,167.47,181.59,4.29,-3.82,False,56.55,237.92,133.55,-26.59,30.77,215,1.71,1.97,2.65,6.51,-14.19,,False
INDNIPPON,NSE,EQ,INE092B01025,2026-07-22,1213.7,1241.6,1256.3,1191.3,1241.6,-2.25,1211.62,33835,40995065.5,101095.0,0.33,,995.04,883.69,21.97,37.35,True,69.98,1241.6,679.15,-2.25,78.71,215,-2.25,3.47,31.77,56.43,57.43,,False
INDO-RE2,NSE,BE,INE227G20034,2025-12-04,0.69,0.69,0.72,0.69,0.87,-20.69,0.69,368592,254693.98,402446.0,0.92,,1.46,1.52,-52.71,-54.57,False,,1.54,0.69,-55.19,0.0,4,-20.69,,,,,,False
INDOAMIN,NSE,BE,INE760F01028,2026-07-22,131.86,123.5,133.06,123.5,126.73,4.05,130.99,106774,13986083.07,68381.0,1.56,,126.97,124.72,3.85,5.72,True,55.43,145.33,82.12,-9.27,60.57,215,4.05,4.64,-7.98,15.3,6.22,,False
INDOBORAX,NSE,EQ,INE803D01021,2026-07-22,396.7,424.9,427.45,390.0,430.1,-7.77,407.2,312868,127400309.05,366914.0,0.85,,378.95,300.1,4.68,32.19,True,46.33,486.7,227.89,-18.49,74.08,215,-7.77,-11.97,9.81,55.9,50.49,,False
INDOCO,NSE,EQ,INE873D01024,2026-07-22,233.2,245.25,246.0,232.6,245.84,-5.14,236.55,86726,20514837.37,176714.0,0.49,,232.64,232.19,0.24,0.43,True,44.62,308.6,164.0,-24.43,42.2,215,-5.14,-6.56,-1.36,9.38,7.85,,False
INDOFARM,NSE,EQ,INE622H01018,2026-07-22,156.15,161.0,162.87,154.72,161.87,-3.53,157.58,170566,26877949.4,932034.0,0.18,,147.37,166.96,5.96,-6.47,False,53.56,265.43,111.16,-41.17,40.47,215,-3.53,-3.78,1.13,5.96,-16.72,,False
INDORAMA,NSE,EQ,INE156A01020,2026-07-22,48.67,49.93,50.11,48.4,49.83,-2.33,49.06,57293,2810600.46,337549.0,0.17,,45.17,44.65,7.75,9.0,True,53.87,73.88,30.09,-34.12,61.75,215,-2.33,-6.06,4.85,28.72,11.55,,False
