SYMBOL,EXCHANGE,SERIES,ISIN,DATE,CMP,OPEN,HIGH,LOW,PREV_CLOSE,CHANGE_PCT,VWAP,VOLUME,TURNOVER,AVG_VOL_20D,VOL_SPIKE_RATIO,DELIV_PER,EMA_50,EMA_200,DIST_FROM_EMA50_PCT,DIST_FROM_EMA200_PCT,EMA_GOLDEN_CROSS,RSI_14,HIGH_52W,LOW_52W,DIST_FROM_52W_HIGH_PCT,DIST_FROM_52W_LOW_PCT,DAYS_OF_HISTORY,RETURN_1D_PCT,RETURN_1W_PCT,RETURN_1M_PCT,RETURN_3M_PCT,RETURN_6M_PCT,RETURN_1Y_PCT,IS_SME
AERON,NSE,SM,INE0WL801011,2026-07-22,84.45,81.6,85.0,81.6,80.7,4.65,84.16,32000,2693100.0,11600.0,2.76,,84.24,94.73,0.25,-10.85,False,54.14,119.3,73.05,-29.21,15.61,213,4.65,2.05,5.56,-20.14,-15.55,,True
AERONEU,NSE,EQ,INE035801013,2026-07-22,85.97,89.6,90.09,84.35,89.64,-4.09,88.34,47171,4167116.33,63071.0,0.75,,88.22,86.12,-2.55,-0.17,True,43.21,111.1,63.79,-22.62,34.77,215,-4.09,-1.77,-8.7,9.17,16.19,,False
AEROPLANE,NSE,EQ,INE05TO01019,2026-07-22,183.93,186.05,188.69,178.0,186.05,-1.14,183.69,323436,59411422.57,716463.0,0.45,,192.45,192.91,-4.43,-4.65,False,,193.07,183.93,-4.73,0.0,3,-1.14,,,,,,False
AESTHETIK,NSE,SM,INE0TSF01011,2026-07-22,71.75,72.7,72.7,71.75,72.7,-1.31,72.04,7000,504250.0,6000.0,1.17,,74.92,89.4,-4.23,-19.74,False,44.88,148.3,60.45,-51.62,18.69,181,-1.31,-3.04,1.06,8.14,-32.31,,True
AETHER,NSE,EQ,INE0BWX01014,2026-07-22,1462.8,1453.0,1488.0,1443.2,1449.7,0.9,1462.76,181794,265921379.7,528617.0,0.34,,1293.7,1071.6,13.07,36.51,True,63.83,1500.8,730.8,-2.53,100.16,215,0.9,-0.97,19.24,23.6,47.84,,False
AFCONS,NSE,EQ,INE101I01011,2026-07-22,289.95,291.3,292.2,282.15,289.95,0.0,287.26,2188729,628724756.9,1736883.0,1.26,,309.97,345.02,-6.46,-15.96,False,38.08,465.7,271.2,-37.74,6.91,215,0.0,-0.77,-8.11,-13.69,-19.67,,False
AFFLE,NSE,EQ,INE00WC01027,2026-07-22,1499.0,1520.0,1529.1,1490.2,1529.4,-1.99,1510.35,101469,153253540.7,255548.0,0.4,,1478.93,1580.59,1.36,-5.16,False,52.06,2146.7,1268.7,-30.17,18.15,215,-1.99,-0.11,1.26,2.47,-13.54,,False
AFFORDABLE,NSE,BE,INE692Z01013,2026-07-22,188.48,195.99,197.98,186.22,196.02,-3.85,189.04,24719,4672979.9,22218.0,1.11,,179.09,194.68,5.24,-3.19,False,54.36,284.02,120.87,-33.64,55.94,215,-3.85,-6.06,10.56,0.35,1.15,,False
AFIL,NSE,EQ,INE916Y01027,2026-07-22,9.41,9.93,9.93,9.21,9.63,-2.28,9.47,1063331,10073067.33,603965.0,1.76,,9.66,8.38,-2.61,12.27,True,42.16,10.91,4.88,-13.75,92.83,215,-2.28,1.95,-11.64,-3.49,63.37,,False
AFSL,NSE,EQ,INE00ZE01026,2026-07-22,201.47,201.0,202.0,201.0,201.39,0.04,201.3,3618,728321.21,6290.0,0.58,,201.43,204.15,0.02,-1.31,False,51.31,219.31,201.0,-8.13,0.23,215,0.04,0.19,0.23,0.11,-0.02,,False
AGARIND,NSE,EQ,INE204E01012,2026-07-22,480.75,495.0,495.0,478.8,495.65,-3.01,484.37,28293,13704360.7,40107.0,0.71,,501.02,587.08,-4.05,-18.11,False,40.41,990.8,362.6,-51.48,32.58,215,-3.01,-6.95,-11.85,5.09,-30.48,,False
AGARWALEYE,NSE,EQ,INE943P01029,2026-07-22,480.05,489.6,489.6,470.0,485.8,-1.18,480.65,137078,65886328.3,79757.0,1.72,,470.8,461.79,1.96,3.95,True,51.52,545.7,406.55,-12.03,18.08,215,-1.18,-2.77,1.65,4.94,-4.01,,False
AGARWALFT,NSE,ST,INE0MLA01012,2026-07-15,39.45,41.5,41.5,39.45,41.5,-4.94,40.48,3000,121425.0,4125.0,0.73,,35.99,45.59,9.62,-13.47,False,58.51,68.75,23.0,-42.62,71.52,151,-4.94,-2.35,4.23,40.89,-36.42,,True
AGARWALTUF,NSE,SM,INE0P8X01016,2026-07-22,137.55,138.1,140.0,135.65,139.95,-1.71,137.38,30000,4121280.0,75600.0,0.4,,130.08,124.7,5.75,10.31,True,52.28,167.25,83.2,-17.76,65.32,214,-1.71,-5.27,7.5,24.48,23.42,,True
AGI,NSE,EQ,INE415A01038,2026-07-22,666.1,685.4,685.8,658.2,686.4,-2.96,670.51,72123,48359300.4,81101.0,0.89,,662.68,674.96,0.52,-1.31,False,43.61,908.1,468.55,-26.65,42.16,215,-2.96,-4.12,-9.0,17.08,-2.64,,False
AGIIL,NSE,EQ,INE976R01033,2026-07-22,322.85,328.9,334.0,320.15,328.1,-1.6,326.3,3214841,1049018011.25,2206142.0,1.46,,352.45,456.37,-8.4,-29.26,False,34.1,1394.0,235.0,-76.84,37.38,215,-1.6,-4.28,-11.89,-11.78,12.24,,False
AGL,NSE,EQ,INE1YPB01014,2026-07-22,13.2,13.1,13.5,12.83,13.1,0.76,13.21,3521518,46531671.54,3486124.0,1.01,,18.49,20.21,-28.62,-34.67,False,,20.9,12.59,-36.84,4.85,14,0.76,-5.04,,,,,False
AGNI,NSE,SM,INE0LF301013,2026-07-22,17.1,17.1,17.1,17.1,17.95,-4.74,17.1,2500,42750.0,10375.0,0.24,,18.41,22.0,-7.11,-22.27,False,41.5,34.25,13.6,-50.07,25.74,195,-4.74,-2.01,-0.87,-5.79,-31.6,,True
AGRITECH,NSE,BE,INE449G01018,2026-07-22,110.34,113.0,113.0,110.0,111.01,-0.6,111.56,776,86573.95,2064.0,0.38,,114.05,122.57,-3.25,-9.98,False,44.83,173.01,93.72,-36.22,17.73,215,-0.6,-3.01,-4.04,-7.25,-26.44,,False
AGROPHOS,NSE,EQ,INE740V01019,2026-07-22,29.46,30.0,30.0,29.4,29.94,-1.6,29.6,1533,45369.67,11263.0,0.14,,30.68,34.34,-3.99,-14.21,False,41.16,45.21,24.14,-34.84,22.04,215,-1.6,-0.1,-5.46,-11.64,-20.66,,False
AGSTRA,NSE,BZ,INE583L01014,2026-07-20,2.21,2.21,2.21,2.21,2.32,-4.74,2.21,196600,434486.0,153213.0,1.28,,2.89,3.85,-23.64,-42.6,False,35.08,5.33,2.21,-58.54,0.0,164,-4.74,-21.91,-23.0,-45.02,-46.88,,False
AGUL,NSE,SM,INE0O6N01012,2026-07-21,55.9,55.9,55.9,55.9,54.0,3.52,55.9,2000,111800.0,7000.0,0.29,,65.57,67.26,-14.75,-16.89,False,37.78,85.15,52.2,-34.35,7.09,108,3.52,-7.98,-19.34,-9.25,,,True
AHCL,NSE,EQ,INE0Y8W01025,2026-07-22,14.87,15.37,15.5,14.83,15.37,-3.25,14.95,2173862,32497770.68,4541959.0,0.48,,24.79,72.75,-40.02,-79.56,False,34.89,168.61,13.11,-91.18,13.42,215,-3.25,-1.91,-6.77,-89.55,-89.14,,False
AHIMSA,NSE,ST,INE136T01014,2026-03-23,24.7,24.7,24.7,24.7,26.0,-5.0,24.7,3000,74100.0,6000.0,0.5,,24.13,23.96,2.36,3.08,True,,26.05,22.6,-5.18,9.29,10,-5.0,4.22,,,,,True
AHLADA,NSE,EQ,INE00PV01013,2026-07-22,38.08,37.7,38.36,37.5,37.74,0.9,38.06,10917,415453.99,8411.0,1.3,,40.0,46.05,-4.81,-17.3,False,41.15,68.33,32.06,-44.27,18.78,215,0.9,-1.32,-5.39,-20.17,-27.91,,False
AHLEAST,NSE,EQ,INE926K01017,2026-07-22,149.18,148.13,152.85,148.12,151.5,-1.53,149.87,1957,293292.08,4947.0,0.4,,150.78,151.76,-1.06,-1.7,False,51.97,170.07,131.04,-12.28,13.84,215,-1.53,3.92,-3.06,-5.42,11.73,,False
AHLUCONT,NSE,EQ,INE758C01029,2026-07-22,822.95,844.7,844.7,819.4,844.8,-2.59,828.64,22885,18963520.15,31235.0,0.73,,832.06,854.95,-1.1,-3.74,False,45.38,1053.7,655.35,-21.9,25.57,215,-2.59,-5.35,-1.97,-5.08,-8.39,,False
AHLWEST,NSE,BE,INE915K01010,2026-07-22,560.0,548.0,575.0,548.0,560.0,0.0,565.29,281,158846.6,585.0,0.48,,536.92,337.14,4.3,66.1,True,46.31,715.65,143.85,-21.75,289.29,74,0.0,-2.61,-11.08,128.19,,,False
AIAENG,NSE,EQ,INE212H01026,2026-07-22,4626.5,4681.5,4693.0,4550.0,4681.5,-1.17,4612.13,38515,177636331.0,89407.0,0.43,,4527.05,3982.38,2.2,16.17,True,47.25,5081.4,3022.3,-8.95,53.08,215,-1.17,-4.18,-4.57,15.45,18.47,,False
AIIL,NSE,EQ,INE206F01022,2026-07-22,542.3,563.9,576.7,540.0,558.55,-2.91,562.89,1320386,743231125.35,464420.0,2.84,,528.0,1199.67,2.71,-54.8,False,55.51,3299.5,405.3,-83.56,33.8,215,-2.91,8.04,-1.39,15.21,-18.81,,False
AILIMITED,NSE,ST,INE0CAJ01017,2026-07-22,43.7,43.5,43.7,43.5,41.65,4.92,43.63,7500,327225.0,4575.0,1.64,,37.7,39.32,15.92,11.15,False,63.98,47.5,23.75,-8.0,84.0,124,4.92,15.0,15.3,59.49,,,True
AIMTRON,NSE,SM,INE0RUV01018,2026-07-22,1334.75,1325.3,1359.9,1289.95,1325.3,0.71,1322.31,55200,72991750.0,41930.0,1.32,,1236.81,1001.38,7.92,33.29,True,55.24,1389.9,680.1,-3.97,96.26,215,0.71,-3.93,7.78,31.75,65.62,,True
AIRAN,NSE,EQ,INE645W01026,2026-07-22,15.22,15.4,15.89,15.15,15.4,-1.17,15.3,15275,233644.76,49510.0,0.31,,16.09,18.08,-5.38,-15.82,False,34.74,26.83,12.83,-43.27,18.63,215,-1.17,-2.56,-8.26,-12.07,-6.85,,False
AIROLAM,NSE,EQ,INE801L01010,2026-07-22,87.24,89.0,89.8,86.4,87.37,-0.15,87.14,1371,119463.69,21565.0,0.06,,88.16,93.04,-1.04,-6.24,False,46.04,114.54,78.84,-23.83,10.65,215,-0.15,-1.03,0.18,4.13,-7.63,,False
AISL,NSE,SM,INE635Y01015,2026-07-22,60.0,59.95,60.1,59.95,57.5,4.35,60.01,3600,216030.0,4590.0,0.78,,59.06,74.06,1.59,-18.98,False,55.39,104.0,51.4,-42.31,16.73,145,4.35,8.5,4.99,-7.69,-30.11,,True
AJANTPHARM,NSE,EQ,INE031B01049,2026-07-22,3458.9,3574.0,3574.0,3432.5,3575.3,-3.26,3475.86,97050,337332078.8,138749.0,0.7,,3222.96,2932.23,7.32,17.96,True,59.81,3575.3,2388.4,-3.26,44.82,215,-3.26,0.14,8.44,23.92,26.67,,False
AJAXENGG,NSE,EQ,INE274Y01021,2026-07-22,575.35,588.8,595.0,571.95,588.8,-2.28,581.61,37752,21956932.55,69190.0,0.55,,558.22,564.11,3.07,1.99,False,52.53,682.5,404.1,-15.7,42.38,215,-2.28,-6.48,1.33,10.58,0.03,,False
AJMERA,NSE,EQ,INE298G01035,2026-07-22,124.3,126.01,126.63,123.35,125.77,-1.17,124.46,204623,25466885.9,473291.0,0.43,,133.63,373.45,-6.98,-66.72,False,43.84,1073.7,99.98,-88.42,24.32,215,-1.17,-8.3,-10.65,-0.12,-86.34,,False
AJOONI,NSE,EQ,INE820Y01021,2026-07-22,4.04,4.22,4.26,4.0,4.24,-4.72,4.11,240440,987130.86,458172.0,0.52,,3.96,4.35,1.93,-7.03,False,54.6,5.85,3.56,-30.94,13.48,215,-4.72,-2.88,8.89,-6.7,-0.98,,False
AKANKSHA,NSE,ST,INE0PCY01014,2026-07-21,88.35,88.35,88.35,88.35,91.0,-2.91,88.35,1000,88350.0,22450.0,0.04,,87.07,82.33,1.47,7.31,True,48.5,103.85,57.45,-14.93,53.79,203,-2.91,-8.92,8.81,24.44,29.45,,True
AKASH,NSE,EQ,INE737W01013,2026-07-22,26.95,27.0,27.38,26.85,27.02,-0.26,26.97,5852,157806.93,6666.0,0.88,,26.87,26.55,0.29,1.52,True,49.82,34.09,23.12,-20.94,16.57,215,-0.26,-0.19,1.85,-0.85,-7.26,,False
AKCAPIT,NSE,EQ,INE701G01012,2026-07-22,1785.5,1790.8,1800.0,1760.1,1790.4,-0.27,1784.84,3845,6862704.5,3854.0,1.0,,1721.93,1620.19,3.69,10.2,True,55.46,1829.7,1532.25,-2.42,16.53,65,-0.27,0.83,-0.52,15.74,,,False
AKG,NSE,EQ,INE00Y801016,2026-07-22,9.41,9.48,9.55,9.32,9.38,0.32,9.38,25637,240413.84,19271.0,1.33,,10.79,11.7,-12.82,-19.59,False,27.37,14.64,9.23,-35.72,1.95,215,0.32,-10.04,-16.43,-20.12,-24.17,,False
AKI,NSE,EQ,INE642Z01026,2026-07-22,4.5,4.72,4.72,4.45,4.6,-2.17,4.58,54456,249281.93,73430.0,0.74,,4.8,5.98,-6.25,-24.77,False,39.44,10.04,3.92,-55.18,14.8,215,-2.17,-2.17,-9.27,-11.59,-28.68,,False
AKIKO,NSE,ST,INE0PMR01017,2026-07-22,341.0,339.2,355.0,337.0,338.25,0.81,345.77,21600,7468680.0,21160.0,1.02,,280.08,247.07,21.75,38.02,True,74.53,341.0,185.85,0.0,83.48,213,0.81,16.76,15.99,50.35,34.86,,True
AKSHAR,NSE,EQ,INE256Z01025,2026-07-22,0.42,0.43,0.44,0.42,0.43,-2.33,0.43,311232,132572.98,587230.0,0.53,,0.45,0.48,-5.72,-12.24,False,37.44,0.73,0.37,-42.47,13.51,215,-2.33,-2.33,-6.67,-12.5,-14.29,,False
AKSHARCHEM,NSE,BE,INE542B01011,2026-07-22,234.94,234.5,237.4,230.0,234.15,0.34,232.08,1522,353222.96,5228.0,0.29,,223.74,225.96,5.01,3.98,False,54.46,284.35,145.19,-17.38,61.82,215,0.34,0.04,-4.15,13.93,2.9,,False
AKSHOPTFBR,NSE,BE,INE523B01011,2026-07-22,5.77,5.77,5.77,5.77,5.66,1.94,5.77,79170,456810.9,115975.0,0.68,,6.34,6.38,-8.98,-9.61,False,35.87,8.6,3.97,-32.91,45.34,215,1.94,-1.87,-27.42,-3.83,-4.79,,False
AKUMS,NSE,EQ,INE09XN01023,2026-07-22,696.35,692.0,698.8,677.9,695.05,0.19,689.4,282477,194740157.85,361103.0,0.78,,612.43,525.48,13.7,32.52,True,67.49,701.95,414.05,-0.8,68.18,215,0.19,0.61,12.81,30.33,56.89,,False
AKZOINDIA,NSE,EQ,INE133A01011,2026-04-13,2986.8,2951.0,3010.0,2918.1,2975.7,0.37,2959.7,48505,143560096.3,38899.0,1.25,,2965.21,3163.97,0.73,-5.6,False,55.14,3633.9,2714.5,-17.81,10.03,147,0.37,-0.02,3.24,-6.05,-9.84,,False
ALANKIT,NSE,EQ,INE914E01040,2026-07-22,7.93,7.8,8.25,7.72,7.84,1.15,7.94,63272,502591.1,109567.0,0.58,,8.32,9.67,-4.68,-18.03,False,38.7,13.98,6.82,-43.28,16.28,215,1.15,-1.37,-6.38,-15.01,-23.53,,False
ALBERTDAVD,NSE,EQ,INE155C01010,2026-07-22,687.5,697.75,703.95,683.6,696.3,-1.26,691.21,1652,1141882.45,2136.0,0.77,,706.71,729.89,-2.72,-5.81,False,39.5,883.05,587.05,-22.14,17.11,215,-1.26,-1.4,-3.31,-7.12,-4.38,,False
ALCODIS,NSE,ST,INE448V01019,2026-07-21,68.05,68.05,68.05,68.05,70.05,-2.86,68.05,625,42531.25,1281.0,0.49,,74.68,93.93,-8.87,-27.55,False,42.15,134.95,49.35,-49.57,37.89,119,-2.86,-5.35,-2.79,-8.04,,,True
ALEMBICLTD,NSE,EQ,INE426A01027,2026-07-22,88.59,90.37,90.41,88.1,90.37,-1.97,88.76,159288,14139103.9,216077.0,0.74,,89.58,92.89,-1.11,-4.63,False,45.69,107.86,70.9,-17.87,24.95,215,-1.97,-0.99,-3.0,-5.52,-10.02,,False
ALGOQUANT,NSE,EQ,INE598D01035,2026-07-22,66.82,65.6,67.74,64.8,65.15,2.56,66.2,1351658,89486412.4,1446869.0,0.93,,58.97,61.04,13.31,9.46,False,74.64,69.17,49.76,-3.4,34.28,132,2.56,9.94,14.81,22.0,2.97,,False
ALICON,NSE,EQ,INE062D01024,2026-07-22,647.85,623.2,665.0,621.55,626.65,3.38,650.59,39671,25809530.3,13567.0,2.92,,654.16,725.35,-0.96,-10.68,False,51.93,984.1,586.3,-34.17,10.5,215,3.38,1.58,-1.51,-10.11,-16.08,,False
ALIVUS,NSE,EQ,INE03Q201024,2026-07-22,1138.4,1144.0,1148.7,1130.3,1145.4,-0.61,1136.7,55715,63331513.1,118919.0,0.47,,1099.39,1008.12,3.55,12.92,True,54.33,1168.4,860.05,-2.57,32.36,215,-0.61,-2.57,5.31,6.08,29.85,,False
ALKALI,NSE,BE,INE773I01017,2026-07-22,78.33,81.98,82.0,77.9,82.0,-4.48,79.19,5507,436097.67,2995.0,1.84,,80.94,77.41,-3.22,1.19,True,39.73,103.26,47.61,-24.14,64.52,215,-4.48,-9.29,-9.08,17.75,2.9,,False
ALKEM,NSE,EQ,INE540L01014,2026-07-22,5585.0,5680.5,5680.5,5503.0,5681.5,-1.7,5572.93,109986,612943776.0,177368.0,0.62,,5508.59,5486.03,1.39,1.8,True,52.12,5890.0,5144.5,-5.18,8.56,215,-1.7,-1.31,4.06,-1.96,-4.75,,False
ALKYLAMINE,NSE,EQ,INE150B01039,2026-07-22,1823.4,1844.0,1844.0,1790.2,1836.9,-0.73,1817.43,67741,123114793.8,138274.0,0.49,,1772.0,1714.76,2.9,6.34,True,49.86,2093.8,1231.6,-12.91,48.05,215,-0.73,-4.07,-0.55,24.02,13.19,,False
ALLCARGO,NSE,EQ,INE418H01029,2026-07-22,8.05,8.14,8.33,8.01,8.17,-1.47,8.14,4355975,35464935.54,3752914.0,1.16,,8.48,13.28,-5.04,-39.4,False,43.8,35.59,7.18,-77.38,12.12,215,-1.47,0.37,-5.85,-14.09,-27.41,,False
ALLDIGI,NSE,EQ,INE835G01018,2026-07-22,854.2,829.4,875.95,820.05,825.25,3.51,842.0,4011,3377259.05,5533.0,0.72,,817.33,838.7,4.51,1.85,False,62.41,981.0,703.2,-12.93,21.47,215,3.51,4.15,5.77,1.76,4.39,,False
ALLETEC,NSE,ST,INE0M2X01012,2026-07-22,137.9,137.0,138.6,135.45,138.0,-0.07,137.4,11600,1593880.0,14240.0,0.81,,146.53,184.85,-5.89,-25.4,False,43.14,294.8,118.6,-53.22,16.27,215,-0.07,-3.63,-5.03,-14.16,-33.92,,True
ALLTIME,NSE,EQ,INE0GV601021,2026-07-22,231.43,241.0,241.23,230.8,241.21,-4.05,232.86,68714,16000568.0,58717.0,1.17,,238.04,247.21,-2.78,-6.38,False,43.57,308.75,187.57,-25.04,23.38,215,-4.05,-3.65,-4.94,-1.4,-3.15,,False
ALMONDZ,NSE,EQ,INE326B01035,2026-07-22,13.0,13.15,13.24,12.88,13.0,0.0,13.01,23168,301358.14,85833.0,0.27,,13.64,15.38,-4.66,-15.47,False,42.78,21.32,11.33,-39.02,14.74,215,0.0,-1.37,-0.69,-20.44,-24.2,,False
ALOKINDS,NSE,EQ,INE270A01029,2026-07-22,12.04,12.31,12.34,12.0,12.31,-2.19,12.14,4984192,60504226.47,4444957.0,1.12,,12.81,14.44,-5.99,-16.63,False,37.34,18.92,11.18,-36.36,7.69,215,-2.19,-3.99,-8.86,-13.57,-24.13,,False
ALPA,NSE,EQ,INE385I01010,2026-07-22,66.62,68.25,69.64,66.02,67.64,-1.51,66.96,7422,497002.86,17779.0,0.42,,68.49,73.26,-2.73,-9.06,False,40.35,95.43,46.46,-30.19,43.39,215,-1.51,-7.03,-1.42,-3.15,-7.07,,False
ALPEXSOLAR,NSE,SM,INE0R4701017,2026-07-22,848.15,875.0,875.0,845.0,875.1,-3.08,853.64,38100,32523710.0,66455.0,0.57,,901.01,965.63,-5.87,-12.17,False,45.16,1356.45,694.35,-37.47,22.15,215,-3.08,-4.49,-9.38,-18.56,14.3,,True
ALPHA,NSE,EQ,INF174KA1IA5,2026-07-22,51.76,52.09,52.39,51.54,52.09,-0.63,51.85,837934,43446304.4,1035743.0,0.81,,50.73,49.14,2.03,5.34,True,54.31,52.54,42.62,-1.48,21.45,215,-0.63,-0.33,-1.48,5.59,9.43,,False
ALPHAETF,NSE,EQ,INF769K01KU7,2026-07-22,25.93,26.0,26.28,25.88,26.14,-0.8,26.01,144403,3756103.74,385448.0,0.37,,25.84,25.27,0.36,2.6,True,47.79,26.61,21.98,-2.56,17.97,215,-0.8,-1.41,-2.56,1.89,4.89,,False
ALPHAGEO,NSE,EQ,INE137C01018,2026-07-22,198.25,201.43,202.95,198.0,201.43,-1.58,200.33,3386,678328.54,4555.0,0.74,,205.37,218.5,-3.47,-9.27,False,44.62,282.05,167.22,-29.71,18.56,215,-1.58,-0.71,-5.02,-10.22,-11.03,,False
ALPINETEX,NSE,BE,INE1JCQ01037,2026-07-22,94.77,94.77,94.77,94.77,99.75,-4.99,94.77,57588,5457614.76,357714.0,0.16,,99.55,99.7,-4.81,-4.95,False,,99.75,94.77,-4.99,0.0,2,-4.99,,,,,,False
ALPL30IETF,NSE,EQ,INF109KC17V7,2026-07-22,27.97,28.08,28.08,27.87,28.05,-0.29,27.93,585010,16337565.24,537873.0,1.09,,27.19,27.11,2.86,3.17,True,62.78,28.49,24.7,-1.83,13.24,215,-0.29,1.01,2.53,4.13,0.36,,False
ALPSINDUS,NSE,BE,INE093B01015,2026-01-01,3.43,3.43,3.43,3.43,3.49,-1.72,3.43,11633,39901.19,85222.0,0.14,,2.63,2.11,30.61,62.94,True,67.8,3.84,1.68,-10.68,104.17,81,-1.72,-9.02,79.58,88.46,,,False
ALUWIND,NSE,SM,INE0STM01017,2026-07-22,45.0,45.0,45.0,45.0,46.0,-2.17,45.0,1500,67500.0,40575.0,0.04,,48.78,60.8,-7.76,-25.98,False,42.16,91.95,43.05,-51.06,4.53,200,-2.17,-3.23,-9.91,-21.88,-32.84,,True
AMAGI,NSE,EQ,INE121R01077,2026-07-22,611.85,595.65,619.4,586.6,590.9,3.55,603.95,763408,461058450.0,583364.0,1.31,,501.16,412.97,22.09,48.16,True,66.71,611.85,316.7,0.0,93.2,122,3.55,9.0,15.11,63.2,,,False
AMANTA,NSE,BE,INE084K01015,2026-07-22,167.0,168.0,168.0,165.0,167.93,-0.55,166.62,26413,4400965.9,93357.0,0.28,,153.49,132.45,8.8,26.09,True,54.31,186.47,95.03,-10.44,75.73,213,-0.55,-0.97,4.12,21.84,54.17,,False
AMBAAUTO,NSE,SM,INE293601014,2026-07-22,79.5,79.5,81.0,79.5,80.0,-0.62,80.12,23000,1842800.0,40300.0,0.57,,93.28,117.43,-14.77,-32.3,False,37.46,135.15,70.65,-41.18,12.53,55,-0.62,-8.57,-12.83,,,,True
AMBALALSA,NSE,EQ,INE432A01017,2026-07-22,31.06,31.23,31.79,30.35,31.99,-2.91,31.02,28550,885485.97,43438.0,0.66,,32.12,32.42,-3.31,-4.21,False,43.94,37.3,30.89,-16.73,0.55,65,-2.91,-0.38,-2.39,-2.79,,,False
AMBANIORGO,NSE,SM,INE00C501018,2026-06-30,118.0,115.05,118.0,115.05,115.05,2.56,116.52,2000,233050.0,5900.0,0.34,,124.66,134.58,-5.34,-12.32,False,42.78,143.65,98.55,-17.86,19.74,47,2.56,-11.14,13.84,,,,True
AMBER,NSE,EQ,INE371P01015,2026-07-22,7479.0,7620.0,7670.0,7439.5,7622.0,-1.88,7537.73,230369,1736459320.0,270782.0,0.85,,7657.25,7491.09,-2.33,-0.16,True,43.7,8842.5,5510.0,-15.42,35.74,215,-1.88,-4.73,-5.41,-4.83,21.7,,False
AMBEY,NSE,ST,INE0M3I01029,2026-05-29,25.0,26.25,26.25,25.0,26.25,-4.76,25.62,4000,102500.0,31300.0,0.13,,27.48,33.42,-9.03,-25.2,False,42.49,45.05,18.9,-44.51,32.28,162,-4.76,-3.1,-28.77,-21.26,-37.58,,True
AMBICAAGAR,NSE,EQ,INE792B01012,2026-07-22,24.68,25.3,25.3,24.53,25.3,-2.45,24.64,2129,52461.06,4599.0,0.46,,24.58,24.8,0.42,-0.49,False,48.91,27.6,20.55,-10.58,20.1,215,-2.45,-2.18,0.98,2.03,-2.41,,False
AMBIKCO,NSE,EQ,INE540G01014,2026-07-22,1709.7,1715.0,1719.2,1704.1,1723.0,-0.77,1710.09,4286,7329445.3,18293.0,0.23,,1656.28,1491.72,3.23,14.61,True,50.86,1770.5,1125.3,-3.43,51.93,215,-0.77,-2.35,1.73,19.75,40.91,,False
AMBUJACEM,NSE,EQ,INE079A01024,2026-07-22,430.8,440.0,440.05,430.0,440.85,-2.28,432.56,1257009,543732982.05,2652740.0,0.47,,434.43,479.97,-0.83,-10.24,False,49.21,591.6,395.35,-27.18,8.97,215,-2.28,-1.02,0.65,-5.58,-19.87,,False
AMCL,NSE,SM,INE0VG001016,2026-07-22,416.0,420.3,420.4,416.0,421.95,-1.41,417.74,3600,1503860.0,17380.0,0.21,,442.51,387.09,-5.99,7.47,True,46.01,534.6,197.0,-22.18,111.17,201,-1.41,10.73,-15.62,-10.73,14.63,,True
AMDIND,NSE,EQ,INE005I01014,2026-07-22,46.83,45.75,47.5,45.1,44.52,5.19,46.69,20296,947606.33,13040.0,1.56,,45.61,46.51,2.67,0.69,False,54.82,63.83,34.85,-26.63,34.38,215,5.19,4.07,2.32,4.62,7.68,,False
AMEYA,NSE,SM,INE0KT901015,2026-07-22,107.0,107.0,107.0,107.0,110.0,-2.73,107.0,2000,214000.0,4850.0,0.41,,109.46,105.13,-2.25,1.78,True,44.17,128.45,86.5,-16.7,23.7,171,-2.73,-4.25,0.94,12.04,6.95,,True
AMIABLE,NSE,SM,INE0MTP01013,2026-07-03,72.95,72.95,72.95,72.95,73.0,-0.07,72.95,1600,116720.0,6080.0,0.26,,72.62,66.83,0.46,9.16,True,48.53,98.5,60.0,-25.94,21.58,65,-0.07,-7.6,0.07,18.14,,,True
AMIRCHAND,NSE,EQ,INE05TO01019,2026-07-17,185.11,181.0,188.1,175.76,179.17,3.32,183.35,1285398,235680069.13,1148470.0,1.12,,148.67,159.22,24.51,16.26,False,72.62,185.11,117.45,0.0,57.61,72,3.32,4.52,42.92,45.25,,,False
AMJLAND,NSE,EQ,INE606A01024,2026-07-22,36.99,37.02,37.7,36.95,36.91,0.22,37.16,1562,58049.5,8358.0,0.19,,38.2,43.43,-3.16,-14.83,False,45.01,57.23,31.62,-35.37,16.98,215,0.22,-3.37,-5.18,-13.09,-24.46,,False
AMJUMBO,NSE,SM,INE749Y01014,2026-01-21,10.3,10.3,10.3,10.3,10.8,-4.63,10.3,16000,164800.0,24400.0,0.66,,8.78,7.99,17.34,28.87,True,68.42,10.8,6.8,-4.63,51.47,33,-4.63,1.98,45.07,,,,True
AMNPLST,NSE,EQ,INE275D01022,2026-07-22,194.22,198.44,218.48,192.12,193.32,0.47,199.14,13603,2708835.03,16400.0,0.83,,191.24,189.09,1.56,2.71,True,48.15,230.57,128.83,-15.77,50.76,215,0.47,-4.61,-0.86,17.87,6.42,,False
AMRUTANJAN,NSE,EQ,INE098F01031,2026-07-22,529.1,538.6,538.6,526.65,538.6,-1.76,531.94,28728,15281532.05,66991.0,0.43,,546.32,603.62,-3.15,-12.35,False,41.31,768.35,493.65,-31.14,7.18,215,-1.76,-0.91,-3.6,-6.8,-13.28,,False
